store,date,avg_diff,avg_g,total_diff,note
エスパス秋葉原駅前店 ,2024/12/15(⽇),24,4635,12675,Lパチスロ かぐや様は告らせたい
エスパス秋葉原駅前店 ,2024/12/14(⼟),237,5639,120547,スマスロ ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/12/13(⾦),68,3777,34558,Lパチスロ かぐや様は告らせたい
エスパス秋葉原駅前店 ,2024/12/12(⽊),151,4200,76833,スマスロ頭⽂字D 2nd
エスパス秋葉原駅前店 ,2024/12/11(⽔),-85,3593,-43561,ルパン三世 ⼤航海者の秘宝
エスパス秋葉原駅前店 ,2024/12/10(⽕),257,4101,130813,末尾0
エスパス秋葉原駅前店 ,2024/12/9(⽉),-22,2941,-11568,"2024/12/8(⽇) +161 4,499 +81,856 バンドリ！"
エスパス秋葉原駅前店 ,2024/12/7(⼟),65,5081,33036,"2024/12/6(⾦) +123 4,516 +62,918 Lパチスロ かぐや様は告らせたい"
エスパス秋葉原駅前店 ,2024/12/5(⽊),-53,2766,-27143,聖戦⼠ダンバイン
エスパス秋葉原駅前店 ,2024/12/4(⽔),193,3635,98172,Lパチスロ かぐや様は告らせたい
エスパス秋葉原駅前店 ,2024/12/3(⽕),29,2554,15025,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス秋葉原駅前店 ,2024/12/2(⽉),412,3853,209644,末尾3
エスパス秋葉原駅前店 ,2024/12/1(⽇),-202,4992,-103027,Lスマスロとある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/11/30(⼟),58,5719,29542,L 真・⼀騎当千
エスパス秋葉原駅前店 ,2024/11/29(⾦),215,3510,109366,"2024/11/28(⽊) -11 3,601 -5,691 Lパチスロ かぐや様は告らせたい"
エスパス秋葉原駅前店 ,2024/11/27(⽔),94,3042,48135,スマスロモンキーターンV
エスパス秋葉原駅前店 ,2024/11/26(⽕),188,3905,95713,劇場版魔法少⼥まどか☆マギカ[新編]叛逆の物語
エスパス秋葉原駅前店 ,2024/11/25(⽉),199,3901,101599,Lパチスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/11/24(⽇),160,5106,81543,Lスマスロ北⽃の拳
エスパス秋葉原駅前店 ,2024/11/23(⼟),135,4865,68798,"2024/11/22(⾦) -50 4,143 -25,867 末尾3"
エスパス秋葉原駅前店 ,2024/11/21(⽊),297,3954,151078,末尾ゾロ⽬
エスパス秋葉原駅前店 ,2024/11/20(⽔),25,3591,13059,スロット ゾンビランドサガ
エスパス秋葉原駅前店 ,2024/11/19(⽕),-69,2917,-35255,"2024/11/18(⽉) -20 2,631 -10,568 L 真・⼀騎当千"
エスパス秋葉原駅前店 ,2024/11/17(⽇),-68,4151,-34866,今⽇から俺は!! パチスロ編
エスパス秋葉原駅前店 ,2024/11/16(⼟),495,5642,251836,L D4DJ Pachi-Slot Mix
エスパス秋葉原駅前店 ,2024/11/15(⾦),-12,2521,-6172,"2024/11/14(⽊) +235 3,879 +119,861 Lパチスロ かぐや様は告らせたい"
エスパス秋葉原駅前店 ,2024/11/13(⽔),-228,2815,-115856,劇場版魔法少⼥まどか☆マギカ[新編]叛逆の物語
エスパス秋葉原駅前店 ,2024/11/12(⽕),66,2484,33722,Lバンドリ!
エスパス秋葉原駅前店 ,2024/11/11(⽉),249,4774,126578,Lスマスロとある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/11/10(⽇),386,5067,196143,スロット ゾンビランドサガ
エスパス秋葉原駅前店 ,2024/11/9(⼟),-243,4644,-123832,L D4DJ Pachi-Slot Mix
エスパス秋葉原駅前店 ,2024/11/8(⾦),26,2664,13379,"2024/11/7(⽊) +37 3,691 +19,216"
エスパス秋葉原駅前店 ,2024/11/6(⽔),186,3662,94880,"2024/11/5(⽕) -150 3,097 -76,268"
エスパス秋葉原駅前店 ,2024/11/4(⽉),-44,4775,-22760,パチスロ ディスクアップ２
エスパス秋葉原駅前店 ,2024/11/3(⽇),202,5521,102789,L聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/11/2(⼟),227,5023,115327,Lスマスロとある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/11/1(⾦),-76,4722,-38656,パチスロ 甲鉄城のカバネリ
エスパス秋葉原駅前店 ,2024/10/31(⽊),351,5058,178785,スマスロ ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/10/30(⽔),-56,3235,-28860,"2024/10/28(⽉) -74 3,673 -37,982"
エスパス秋葉原駅前店 ,2024/10/27(⽇),141,4774,70934,⻤武者3
エスパス秋葉原駅前店 ,2024/10/26(⼟),230,5684,115513,Lパチスロからくりサーカス
エスパス秋葉原駅前店 ,2024/10/25(⾦),2,6156,1375,Lゴジラ対エヴァンゲリオン
エスパス秋葉原駅前店 ,2024/10/24(⽊),576,4375,289175,Lソードアート・オンライン
エスパス秋葉原駅前店 ,2024/10/23(⽔),228,4905,114922,Lパチスロガールズ＆パンツァー 最終章
エスパス秋葉原駅前店 ,2024/10/22(⽕),345,4221,173277,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス秋葉原駅前店 ,2024/10/21(⽉),-186,4069,-93684,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス秋葉原駅前店 ,2024/10/20(⽇),-73,5485,-36864,パチスロL⻩⾨ちゃま天
エスパス秋葉原駅前店 ,2024/10/19(⼟),120,4763,60576,スマスロモンキーターンV
エスパス秋葉原駅前店 ,2024/10/18(⾦),-157,3058,-78833,"2024/10/17(⽊) +283 3,700 +142,357 コードギアス反逆のルルーシュ3 C.C.&Kallen ver."
エスパス秋葉原駅前店 ,2024/10/16(⽔),-33,3931,-16875,"2024/10/15(⽕) +34 3,784 +17,558 Lパチスロ閃乱カグラ2 SHINOVI MASTER"
エスパス秋葉原駅前店 ,2024/10/14(⽉),47,4762,23772,"2024/10/13(⽇) +29 4,315 +14,575 Lスマスロとある魔術の禁書⽬録"
エスパス秋葉原駅前店 ,2024/10/12(⼟),336,5254,168969,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス秋葉原駅前店 ,2024/10/11(⾦),26,3553,13311,末尾0
エスパス秋葉原駅前店 ,2024/10/10(⽊),236,3857,118819,末尾7
エスパス秋葉原駅前店 ,2024/10/9(⽔),-47,2564,-23928,"2024/10/8(⽕) +91 3,690 +45,913"
エスパス秋葉原駅前店 ,2024/10/7(⽉),-213,3737,-107084,"2024/10/6(⽇) -134 4,867 -67,317 パチスロL⻩⾨ちゃま天"
エスパス秋葉原駅前店 ,2024/10/5(⼟),523,5124,262699,スロット ゾンビランドサガ
エスパス秋葉原駅前店 ,2024/10/4(⾦),378,4941,190177,Lソードアート・オンライン
エスパス秋葉原駅前店 ,2024/10/3(⽊),-138,3210,-69705,"2024/10/2(⽔) +9 2,531 +4,856"
エスパス秋葉原駅前店 ,2024/10/1(⽕),68,4035,34316,マクロスデルタ
エスパス秋葉原駅前店 ,2024/9/30(⽉),57,4980,28640,スマスロ ゲゲゲの⻤太郎 覚醒
エスパス秋葉原駅前店 ,2024/9/29(⽇),89,4592,45076,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス秋葉原駅前店 ,2024/9/28(⼟),265,5412,133267,Lスマスロ北⽃の拳
エスパス秋葉原駅前店 ,2024/9/27(⾦),-133,2992,-67184,"2024/9/26(⽊) -11 3,841 -5,875"
エスパス秋葉原駅前店 ,2024/9/25(⽔),419,3775,210568,L ToLOVEるダークネス
エスパス秋葉原駅前店 ,2024/9/24(⽕),118,4033,59711,スマスロモンキーターンV
エスパス秋葉原駅前店 ,2024/9/23(⽉),219,5150,110216,パチスロ ディスクアップ２
エスパス秋葉原駅前店 ,2024/9/22(⽇),24,4939,12326,Lパチスロからくりサーカス
エスパス秋葉原駅前店 ,2024/9/21(⼟),255,5081,128316,ハッピージャグラーＶＩＩＩ
エスパス秋葉原駅前店 ,2024/9/20(⾦),-200,4170,-100487,"2024/9/19(⽊) +89 3,876 +45,092 パチスロL⻩⾨ちゃま天"
エスパス秋葉原駅前店 ,2024/9/18(⽔),111,2537,55987,"2024/9/17(⽕) +106 3,222 +53,460 マクロスデルタ"
エスパス秋葉原駅前店 ,2024/9/16(⽉),178,5187,89614,パチスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/9/15(⽇),-98,4247,-49420,スロット ゾンビランドサガ
エスパス秋葉原駅前店 ,2024/9/14(⼟),299,4982,150262,スマスロ真・北⽃無双
エスパス秋葉原駅前店 ,2024/9/13(⾦),-146,4308,-73352,Lスマスロとある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/9/12(⽊),-24,2277,-12064,スロット ゾンビランドサガ
エスパス秋葉原駅前店 ,2024/9/11(⽔),220,3536,110939,パチスロ ディスクアップ２
エスパス秋葉原駅前店 ,2024/9/10(⽕),-49,2532,-24753,スマスロ ゲゲゲの⻤太郎 覚醒
エスパス秋葉原駅前店 ,2024/9/9(⽉),406,4214,204266,スマスロ ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/9/8(⽇),168,4361,84510,パチスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/9/7(⼟),-165,4952,-82969,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス秋葉原駅前店 ,2024/9/6(⾦),-205,4275,-103327,パチスロL⻩⾨ちゃま天
エスパス秋葉原駅前店 ,2024/9/5(⽊),-130,2845,-65700,"2024/9/4(⽔) +327 3,922 +164,400 戦国⼄⼥4 戦乱に閃く炯眼の軍師"
エスパス秋葉原駅前店 ,2024/9/3(⽕),141,2896,71100,マクロスデルタ
エスパス秋葉原駅前店 ,2024/9/2(⽉),183,3142,92300,"2024/9/1(⽇) +131 4,896 +66,000 キン⾁マン〜7⼈の悪魔超⼈編〜"
エスパス秋葉原駅前店 ,2024/8/31(⼟),335,5663,168300,とある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/8/30(⾦),-72,2910,-36300,"2024/8/29(⽊) +124 2,752 +62,300 ゾンビランドサガ"
エスパス秋葉原駅前店 ,2024/8/28(⽔),601,5451,301900,この素晴らしい世界に祝福を！
エスパス秋葉原駅前店 ,2024/8/27(⽕),-25,2784,-13000,マクロスデルタ
エスパス秋葉原駅前店 ,2024/8/26(⽉),108,4026,54500,"2024/8/25(⽇) -179 4,958 -90,000 とある魔術の禁書⽬録"
エスパス秋葉原駅前店 ,2024/8/24(⼟),307,5252,154200,⾰命機ヴァルヴレイヴ
エスパス秋葉原駅前店 ,2024/8/23(⾦),-130,2860,-65700,"2024/8/22(⽊) +126 3,417 +63,700 末尾4"
エスパス秋葉原駅前店 ,2024/8/21(⽔),5,2903,2600,ひぐらしのなく頃に祭2
エスパス秋葉原駅前店 ,2024/8/20(⽕),-10,3883,-5200,"2024/8/19(⽉) +42 3,326 +21,500 ゾンビランドサガ"
エスパス秋葉原駅前店 ,2024/8/18(⽇),163,4433,81900,ゴジラ対エヴァンゲリオン
エスパス秋葉原駅前店 ,2024/8/17(⼟),-97,4977,-48800,とある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/8/16(⾦),75,3920,38100,ジャグラーガールズ
エスパス秋葉原駅前店 ,2024/8/15(⽊),155,4188,78300,ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/8/14(⽔),96,4936,48400,ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/8/13(⽕),-153,3967,-76900,賞⾦⾸Angel
エスパス秋葉原駅前店 ,2024/8/12(⽉),76,4376,38500,新ハナビ
エスパス秋葉原駅前店 ,2024/8/11(⽇),139,4767,69900,ゴッドイーター リザレクション
エスパス秋葉原駅前店 ,2024/8/10(⼟),-316,4591,-159000,"2024/8/9(⾦) +180 3,229 +90,700"
エスパス秋葉原駅前店 ,2024/8/8(⽊),385,4256,193300,末尾6
エスパス秋葉原駅前店 ,2024/8/7(⽔),6,3024,3400,ダンジョンに出会いを求めるのは間違っているだろうか2
エスパス秋葉原駅前店 ,2024/8/6(⽕),403,4406,202400,L賞⾦⾸Angel
エスパス秋葉原駅前店 ,2024/8/5(⽉),417,3484,209500,モンキーターンV
エスパス秋葉原駅前店 ,2024/8/4(⽇),-61,4701,-30400,"2024/8/3(⼟) -97 4,919 -48,300 戦姫絶唱シンフォギア 勇気の歌"
エスパス秋葉原駅前店 ,2024/8/2(⾦),-106,2844,-52800,とある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/8/1(⽊),279,4051,138800,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/7/31(⽔),79,4549,39500,L賞⾦⾸Angel
エスパス秋葉原駅前店 ,2024/7/30(⽕),-64,3099,-31900,"2024/7/29(⽉) +349 4,238 +173,900 からくりサーカス"
エスパス秋葉原駅前店 ,2024/7/28(⽇),315,5022,156800,この素晴らしい世界に祝福を！
エスパス秋葉原駅前店 ,2024/7/27(⼟),182,5191,90800,⾰命機ヴァルヴレイヴ
エスパス秋葉原駅前店 ,2024/7/26(⾦),99,4749,49300,とある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/7/25(⽊),236,3826,117500,モンキーターンV
エスパス秋葉原駅前店 ,2024/7/24(⽔),236,3885,117400,甲鉄城のカバネリ
エスパス秋葉原駅前店 ,2024/7/23(⽕),-89,2451,-44700,ToLOVEるダークネス
エスパス秋葉原駅前店 ,2024/7/22(⽉),58,3303,29000,スマスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/7/21(⽇),-437,3973,-217600,アカメが斬る！2
エスパス秋葉原駅前店 ,2024/7/20(⼟),-191,5181,-95100,戦姫絶唱シンフォギア 勇気の歌
エスパス秋葉原駅前店 ,2024/7/19(⾦),115,2959,57600,末尾9
エスパス秋葉原駅前店 ,2024/7/18(⽊),254,2573,126300,ToLOVEるダークネス
エスパス秋葉原駅前店 ,2024/7/17(⽔),266,3671,132600,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/7/16(⽕),154,3962,76900,戦姫絶唱シンフォギア 勇気の歌
エスパス秋葉原駅前店 ,2024/7/15(⽉),193,4827,96300,ToLOVEるダークネス
エスパス秋葉原駅前店 ,2024/7/14(⽇),251,5474,125100,交響詩篇エウレカセブン4 HI-EVOLUTION
エスパス秋葉原駅前店 ,2024/7/13(⼟),137,5089,68400,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス秋葉原駅前店 ,2024/7/12(⾦),-136,3095,-67900,"2024/7/11(⽊) -97 3,961 -48,700 ゴジラ対エヴァンゲリオン"
エスパス秋葉原駅前店 ,2024/7/10(⽔),-201,3132,-100100,ひぐらしのなく頃に祭2
エスパス秋葉原駅前店 ,2024/7/9(⽕),215,2843,106900,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/7/8(⽉),35,4060,17700,"2024/7/7(⽇) -50 5,378 -24,900 GI優駿倶楽部⻩⾦"
エスパス秋葉原駅前店 ,2024/7/6(⼟),320,5116,159300,ストライクウィッチーズ2
エスパス秋葉原駅前店 ,2024/7/5(⾦),49,2838,24700,モンキーターンV
エスパス秋葉原駅前店 ,2024/7/4(⽊),35,3678,17400,HEY！エリートサラリーマン鏡
エスパス秋葉原駅前店 ,2024/7/3(⽔),39,2638,19400,"2024/7/2(⽕) +209 2,702 +104,300"
エスパス秋葉原駅前店 ,2024/7/1(⽉),11,4539,5680,パチスロ 戦姫絶唱シンフォギア 勇気の歌
エスパス秋葉原駅前店 ,2024/6/30(⽇),-60,5128,-30300,HEY！エリートサラリーマン鏡
エスパス秋葉原駅前店 ,2024/6/29(⼟),174,5048,86600,マクロスデルタ
エスパス秋葉原駅前店 ,2024/6/28(⾦),250,3540,124500,マクロスデルタ
エスパス秋葉原駅前店 ,2024/6/27(⽊),-38,2501,-18900,"2024/6/26(⽔) +51 3,765 +25,800"
エスパス秋葉原駅前店 ,2024/6/25(⽕),184,4163,91500,戦姫絶唱シンフォギア 勇気の歌
エスパス秋葉原駅前店 ,2024/6/24(⽉),196,3303,97700,"2024/6/23(⽇) +214 3,843 +106,800 末尾7"
エスパス秋葉原駅前店 ,2024/6/22(⼟),245,5103,122100,ToLOVEるダークネス
エスパス秋葉原駅前店 ,2024/6/21(⾦),-165,2477,-82500,"2024/6/20(⽊) +171 3,715 +85,100"
エスパス秋葉原駅前店 ,2024/6/19(⽔),260,3893,129400,ひぐらしのなく頃に祭2
エスパス秋葉原駅前店 ,2024/6/18(⽕),46,2015,22900,"2024/6/17(⽉) +38 2,442 +19,200"
エスパス秋葉原駅前店 ,2024/6/16(⽇),180,5116,89600,忍魂参 〜奥義皆伝ノ章〜
エスパス秋葉原駅前店 ,2024/6/15(⼟),-160,5017,-79800,HEY！エリートサラリーマン鏡
エスパス秋葉原駅前店 ,2024/6/14(⾦),-80,4030,-40000,ストライク・ザ・ブラッド
エスパス秋葉原駅前店 ,2024/6/13(⽊),365,3538,181900,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.
エスパス秋葉原駅前店 ,2024/6/12(⽔),-195,2627,-97300,スマスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/6/11(⽕),243,3268,121100,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/6/10(⽉),-21,2658,-10800,スマスロ炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/6/9(⽇),-43,4427,-21700,とある魔術の禁書⽬録
エスパス秋葉原駅前店 ,2024/6/8(⼟),94,4626,46800,スマスロ北⽃の拳
エスパス秋葉原駅前店 ,2024/6/7(⾦),88,3035,43900,グランベルム
エスパス秋葉原駅前店 ,2024/6/6(⽊),-293,5301,-146100,主役は銭形4
エスパス秋葉原駅前店 ,2024/6/5(⽔),359,3757,178800,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス秋葉原駅前店 ,2024/6/4(⽕),221,3915,109980,押忍！番⻑4
エスパス秋葉原駅前店 ,2024/6/3(⽉),-57,3300,-28600,"2024/6/2(⽇) +185 4,032 +92,100"
エスパス秋葉原駅前店 ,2024/6/1(⼟),185,5163,92200,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART
エスパス秋葉原駅前店 ,2024/5/31(⾦),147,4385,73500,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス秋葉原駅前店 ,2024/5/30(⽊),-101,2950,-50400,"2024/5/29(⽔) -31 2,684 -15,900"
エスパス秋葉原駅前店 ,2024/5/28(⽕),84,3067,42200,末尾3
エスパス秋葉原駅前店 ,2024/5/27(⽉),9,2502,4600,ストライクウィッチーズ2
エスパス秋葉原駅前店 ,2024/5/26(⽇),542,4849,269400,ストライク・ザ・ブラッド
エスパス秋葉原駅前店 ,2024/5/25(⼟),155,5219,77300,モンキーターンV
エスパス秋葉原駅前店 ,2024/5/24(⾦),115,2763,57600,炎炎ノ消防隊
エスパス秋葉原駅前店 ,2024/5/23(⽊),-52,2883,-26200,"2024/5/22(⽔) +39 3,091 +19,800 モンキーターンV"
エスパス秋葉原駅前店 ,2024/5/21(⽕),120,2284,59700,"2024/5/20(⽉) -124 3,689 -61,900 ゴジラ対エヴァンゲリオン"
エスパス秋葉原駅前店 ,2024/5/19(⽇),182,4148,90800,L南国育ち
エスパス秋葉原駅前店 ,2024/5/18(⼟),173,4529,86100,ゴジラ対エヴァンゲリオン
エスパス秋葉原駅前店 ,2024/5/17(⾦),74,2455,36900,"2024/5/16(⽊) -70 3,002 -34,800"
エスパス秋葉原駅前店 ,2024/5/15(⽔),191,3539,95100,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.
